,actual_epochs,dataset.name,dataset.samples_train,gradient_norm_test,gradient_norm_train,log_dir,loss_test,loss_train,model.batch_size,model.epochs,model.error_threshold,model.hidden_size,model.init_scale,model.iteration,model.learning_rate,model.model_id,model.name,model.path_length_d_reg_coef,path_length_d_test,path_length_d_train,path_length_f_test,path_length_f_train,weights_product,weights_rms
68,1714,mnist39,10000,0.9041516780853271,0.8524565100669861,./d.n=mnist39_m.pldrc=0,0.033840760588645935,7.630202162545174e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist39_m.pldrc=0,shallow,0.0,3.4435667991638184,3.4224746227264404,1.2368518114089966,1.206235408782959,21.226560592651367,0.01781019236377108
69,1708,mnist08,10000,0.6408234238624573,0.5616768598556519,./d.n=mnist08_m.pldrc=0,0.021400120109319687,1.1158928828081116e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist08_m.pldrc=0,shallow,0.0,2.391190767288208,2.423779249191284,1.1904844045639038,1.2069634199142456,16.5476016998291,0.015586070888036607
70,1021,mnist56,10000,0.8216394782066345,0.772903561592102,./d.n=mnist56_m.pldrc=0,0.035397063940763474,1.0232910426566377e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist56_m.pldrc=0,shallow,0.0,3.1770756244659424,3.3027520179748535,1.2060407400131226,1.2503886222839355,20.311050415039062,0.0169060265089501
71,1547,mnist49,10000,1.3543517589569092,1.2222402095794678,./d.n=mnist49_m.pldrc=0,0.08558714389801025,3.1533680157735944e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist49_m.pldrc=0,shallow,0.0,5.337806701660156,5.464850425720215,1.2802293300628662,1.3396666049957275,32.57279968261719,0.022987332922161395
72,1806,mnist16,10000,0.5714969635009766,0.5339609384536743,./d.n=mnist16_m.pldrc=0,0.015475775115191936,2.6773788704304025e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist16_m.pldrc=0,shallow,0.0,1.9392805099487305,1.9934182167053223,1.097444772720337,1.0964089632034302,10.399727821350098,0.012365256500327151
73,1149,mnist04,10000,0.4951320290565491,0.45846980810165405,./d.n=mnist04_m.pldrc=0,0.010553058236837387,1.4635570551035926e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist04_m.pldrc=0,shallow,0.0,1.958605170249939,1.9399245977401733,1.1826717853546143,1.1857538223266602,10.805998802185059,0.012337097003201519
74,1858,mnist17,10000,0.9333116412162781,0.8661946058273315,./d.n=mnist17_m.pldrc=0,0.02799609676003456,7.461338555003749e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist17_m.pldrc=0,shallow,0.0,2.708883762359619,2.68754243850708,1.0750927925109863,1.2014079093933105,15.533226013183594,0.014523542227653258
75,972,mnist57,10000,0.6717254519462585,0.6256083250045776,./d.n=mnist57_m.pldrc=0,0.02060386724770069,9.029620741785038e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist57_m.pldrc=0,shallow,0.0,2.4296016693115234,2.4980785846710205,1.16282320022583,1.2033045291900635,12.719959259033203,0.013327511248530767
76,2142,mnist12,10000,0.742263674736023,0.725202202796936,./d.n=mnist12_m.pldrc=0,0.019403202459216118,6.8232984631322324e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist12_m.pldrc=0,shallow,0.0,2.392021417617798,2.4574339389801025,1.1839295625686646,1.0986883640289307,15.0703125,0.014474241582211212
77,1060,mnist58,10000,0.9667945504188538,0.8836464881896973,./d.n=mnist58_m.pldrc=0,0.044771838933229446,8.645202797197271e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist58_m.pldrc=0,shallow,0.0,3.883413553237915,3.9849143028259277,1.2946079969406128,1.2966132164001465,23.313199996948242,0.01977462706494146
78,979,mnist23,10000,0.8971251249313354,0.8417497277259827,./d.n=mnist23_m.pldrc=0,0.03260112181305885,6.55964595352998e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist23_m.pldrc=0,shallow,0.0,3.6243674755096436,3.6496083736419678,1.2744653224945068,1.313241720199585,22.656686782836914,0.018170162313444562
79,1651,mnist14,10000,0.5274381041526794,0.5171732306480408,./d.n=mnist14_m.pldrc=0,0.006059039384126663,7.989181540324353e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist14_m.pldrc=0,shallow,0.0,1.740876317024231,1.8572262525558472,1.0526423454284668,1.073760986328125,11.376909255981445,0.012596604787474722
80,1045,mnist59,10000,0.7965401411056519,0.7318981885910034,./d.n=mnist59_m.pldrc=0,0.03369917348027229,1.9200742826797068e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist59_m.pldrc=0,shallow,0.0,3.1549317836761475,3.276303768157959,1.2240824699401855,1.2082815170288086,18.97105598449707,0.01654875577261026
81,962,mnist29,10000,0.7673457264900208,0.7449781894683838,./d.n=mnist29_m.pldrc=0,0.024742210283875465,1.5161234841798432e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist29_m.pldrc=0,shallow,0.0,2.4103920459747314,2.3847596645355225,1.129418969154358,1.1722359657287598,13.749859809875488,0.0141642601354167
82,1238,mnist37,10000,0.7583699822425842,0.6880893707275391,./d.n=mnist37_m.pldrc=0,0.02989659272134304,1.0802046745084226e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist37_m.pldrc=0,shallow,0.0,2.619741678237915,2.6654253005981445,1.181456208229065,1.236496925354004,17.010391235351562,0.015280606407488968
83,1153,mnist26,10000,0.7069373726844788,0.6875067353248596,./d.n=mnist26_m.pldrc=0,0.026893924921751022,9.064480764209293e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist26_m.pldrc=0,shallow,0.0,2.6903603076934814,2.816932201385498,1.2280024290084839,1.290302038192749,15.276127815246582,0.014981726474135261
84,1475,mnist89,10000,0.8995951414108276,0.832061231136322,./d.n=mnist89_m.pldrc=0,0.03737032786011696,8.88727754499996e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist89_m.pldrc=0,shallow,0.0,3.2584145069122314,3.363781213760376,1.2564513683319092,1.2672659158706665,21.390085220336914,0.01821666639779416
85,1675,mnist13,10000,0.602163553237915,0.5672990679740906,./d.n=mnist13_m.pldrc=0,0.01214016042649746,7.0610581133223604e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist13_m.pldrc=0,shallow,0.0,2.2559192180633545,2.3417129516601562,1.1032041311264038,1.1656494140625,12.994465827941895,0.013238177126144647
86,3266,mnist38,10000,1.2644431591033936,1.147902488708496,./d.n=mnist38_m.pldrc=0,0.05445020645856857,8.461545803584158e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist38_m.pldrc=0,shallow,0.0,4.758928298950195,4.766404628753662,1.2805657386779785,1.337860345840454,29.75933837890625,0.024241584776899826
87,1653,mnist19,10000,0.5916114449501038,0.5906539559364319,./d.n=mnist19_m.pldrc=0,0.016078099608421326,8.432105460087769e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist19_m.pldrc=0,shallow,0.0,2.105027198791504,2.1956870555877686,1.095812201499939,1.136781096458435,12.5590181350708,0.013066270521673633
88,2714,mnist18,10000,0.7913088202476501,0.7547813057899475,./d.n=mnist18_m.pldrc=0,0.010649810545146465,9.514563316770364e-06,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist18_m.pldrc=0,shallow,0.0,3.076643466949463,3.0869057178497314,1.241330623626709,1.2557159662246704,19.015167236328125,0.01636052987260065
89,1974,mnist03,10000,0.6246592998504639,0.5523614287376404,./d.n=mnist03_m.pldrc=0,0.010065347887575626,1.2034490282530896e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist03_m.pldrc=0,shallow,0.0,2.3468921184539795,2.2516987323760986,1.1570041179656982,1.1821116209030151,13.739492416381836,0.01508998060979987
90,15000,mnist14,10000,0.4577290415763855,0.44273170828819275,./d.n=mnist14_m.pldrc=3e-05,0.008146988227963448,4.1649549530120566e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist14_m.pldrc=3e-05,shallow,3e-05,1.404105305671692,1.4043704271316528,1.0195008516311646,1.0271153450012207,9.567352294921875,0.013064455719978661
91,15000,mnist16,10000,0.4247615933418274,0.3964961767196655,./d.n=mnist16_m.pldrc=3e-05,0.015382359735667706,6.24438252998516e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist16_m.pldrc=3e-05,shallow,3e-05,1.5813913345336914,1.6407808065414429,1.0641628503799438,1.1125527620315552,8.132521629333496,0.012629394532900049
92,15000,mnist35,10000,0.772567868232727,0.7073198556900024,./d.n=mnist35_m.pldrc=3e-05,0.04614147171378136,5.646720455843024e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist35_m.pldrc=3e-05,shallow,3e-05,4.008354187011719,3.9721620082855225,1.209816813468933,1.2876487970352173,18.34322166442871,0.02286054842086207
93,15000,mnist27,10000,0.71201491355896,0.6688446402549744,./d.n=mnist27_m.pldrc=3e-05,0.03879852220416069,8.787275874055922e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist27_m.pldrc=3e-05,shallow,3e-05,2.8246381282806396,2.7418746948242188,1.1476181745529175,1.2421369552612305,13.603477478027344,0.016885464142805257
94,15000,mnist79,10000,0.9638313055038452,0.9198635816574097,./d.n=mnist79_m.pldrc=3e-05,0.04413516819477081,0.000483603187603876,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist79_m.pldrc=3e-05,shallow,3e-05,4.0771074295043945,4.269563674926758,1.2514944076538086,1.3121918439865112,23.32621955871582,0.024139554148245528
95,15000,mnist59,10000,0.6226177215576172,0.5748159885406494,./d.n=mnist59_m.pldrc=3e-05,0.03525833040475845,3.606072277761996e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist59_m.pldrc=3e-05,shallow,3e-05,3.0979256629943848,3.0670595169067383,1.1795735359191895,1.2383296489715576,13.480915069580078,0.01769337018883717
96,15000,mnist28,10000,0.6783471703529358,0.6335750818252563,./d.n=mnist28_m.pldrc=3e-05,0.038421109318733215,3.5439439670881256e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist28_m.pldrc=3e-05,shallow,3e-05,3.10135555267334,3.0793495178222656,1.2458205223083496,1.2311755418777466,15.552938461303711,0.02010870356255881
97,15000,mnist46,10000,0.5209836363792419,0.5004873871803284,./d.n=mnist46_m.pldrc=3e-05,0.027859851717948914,2.986345498356968e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist46_m.pldrc=3e-05,shallow,3e-05,2.297823190689087,2.3160195350646973,1.14193856716156,1.137942910194397,10.646184921264648,0.01506051586853215
98,15000,mnist69,10000,0.5006101131439209,0.47258710861206055,./d.n=mnist69_m.pldrc=3e-05,0.014790453016757965,0.00021185950026847422,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist69_m.pldrc=3e-05,shallow,3e-05,1.726640224456787,1.7580021619796753,1.129339575767517,1.1603354215621948,7.092172622680664,0.012757617832455236
99,15000,mnist68,10000,0.5649229288101196,0.5239914655685425,./d.n=mnist68_m.pldrc=3e-05,0.031002655625343323,5.0471615395508707e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist68_m.pldrc=3e-05,shallow,3e-05,2.4152579307556152,2.536939859390259,1.1795339584350586,1.242993950843811,12.829672813415527,0.01803667594634308
100,15000,mnist09,10000,0.4758076071739197,0.42371153831481934,./d.n=mnist09_m.pldrc=3e-05,0.018644634634256363,4.696230462286621e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist09_m.pldrc=3e-05,shallow,3e-05,1.8008519411087036,1.8495352268218994,1.1020357608795166,1.1267509460449219,9.243986129760742,0.014607346935927234
101,15000,mnist36,10000,0.43586528301239014,0.40690937638282776,./d.n=mnist36_m.pldrc=3e-05,0.014172151684761047,2.9805267331539653e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist36_m.pldrc=3e-05,shallow,3e-05,2.072711944580078,2.1332411766052246,1.1054412126541138,1.180124044418335,8.800102233886719,0.014779247572723793
102,15000,mnist26,10000,0.5158562064170837,0.49789103865623474,./d.n=mnist26_m.pldrc=3e-05,0.02627304010093212,3.7806796171935275e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist26_m.pldrc=3e-05,shallow,3e-05,2.46685528755188,2.5147783756256104,1.1707751750946045,1.2920551300048828,11.306739807128906,0.01619652850997998
103,15000,mnist07,10000,0.4311583936214447,0.4023360013961792,./d.n=mnist07_m.pldrc=3e-05,0.011401742696762085,8.777493349043652e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist07_m.pldrc=3e-05,shallow,3e-05,1.5905221700668335,1.5913869142532349,1.1267173290252686,1.1486189365386963,7.083346366882324,0.012521140726260822
104,15000,mnist67,10000,0.4427935779094696,0.40631598234176636,./d.n=mnist67_m.pldrc=3e-05,0.01421680860221386,4.3840580474352464e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist67_m.pldrc=3e-05,shallow,3e-05,1.5347180366516113,1.48291015625,1.1704939603805542,1.114095687866211,5.7960991859436035,0.01128189445578012
105,15000,mnist78,10000,0.5799946188926697,0.5339970588684082,./d.n=mnist78_m.pldrc=3e-05,0.03110562451183796,3.404025119380094e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist78_m.pldrc=3e-05,shallow,3e-05,2.476193904876709,2.560791492462158,1.1214208602905273,1.1675193309783936,11.569551467895508,0.016356694591158526
106,15000,mnist25,10000,0.5120881199836731,0.5064550042152405,./d.n=mnist25_m.pldrc=3e-05,0.01587706059217453,3.058381480514072e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist25_m.pldrc=3e-05,shallow,3e-05,2.4827983379364014,2.5361239910125732,1.2130248546600342,1.231057047843933,10.314922332763672,0.01540263102259543
107,15000,mnist12,10000,0.5570305585861206,0.5309516787528992,./d.n=mnist12_m.pldrc=3e-05,0.02026301994919777,0.00011885216372320428,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist12_m.pldrc=3e-05,shallow,3e-05,2.2128822803497314,2.241454839706421,1.1107161045074463,1.1537410020828247,11.376118659973145,0.015143442547910425
108,15000,mnist34,10000,0.4163738191127777,0.38490593433380127,./d.n=mnist34_m.pldrc=3e-05,0.009925058111548424,3.926664066966623e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist34_m.pldrc=3e-05,shallow,3e-05,2.0333120822906494,2.106454372406006,1.1799372434616089,1.1789036989212036,9.014840126037598,0.014006627402597895
109,15000,mnist29,10000,0.5449432134628296,0.5322297215461731,./d.n=mnist29_m.pldrc=3e-05,0.02538839355111122,8.585397154092789e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist29_m.pldrc=3e-05,shallow,3e-05,2.2852425575256348,2.3144540786743164,1.13628351688385,1.200766682624817,10.313407897949219,0.015479113507225414
110,15000,mnist38,10000,0.7603238821029663,0.6925958395004272,./d.n=mnist38_m.pldrc=3e-05,0.04207568243145943,6.600806227652356e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist38_m.pldrc=3e-05,shallow,3e-05,3.8248863220214844,3.8830783367156982,1.2023218870162964,1.2247852087020874,18.008033752441406,0.02360557846809949
111,15000,mnist39,10000,0.6312474608421326,0.5897669792175293,./d.n=mnist39_m.pldrc=3e-05,0.03241090103983879,4.22164193878416e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist39_m.pldrc=3e-05,shallow,3e-05,2.9408392906188965,2.9243125915527344,1.2062848806381226,1.1642943620681763,14.171717643737793,0.018326298546551184
112,15000,mnist06,10000,0.6061152815818787,0.541869044303894,./d.n=mnist06_m.pldrc=3e-05,0.027698412537574768,0.000401580793550238,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist06_m.pldrc=3e-05,shallow,3e-05,2.3527677059173584,2.4397785663604736,1.1200568675994873,1.1866990327835083,11.643021583557129,0.01776500333293146
113,15000,mnist48,10000,0.5540969371795654,0.5221281051635742,./d.n=mnist48_m.pldrc=3e-05,0.02202409878373146,5.515693192137405e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist48_m.pldrc=3e-05,shallow,3e-05,2.571265697479248,2.631251573562622,1.2246354818344116,1.2114057540893555,12.440641403198242,0.017465086774497762
114,15000,mnist23,10000,0.6788095235824585,0.6417506337165833,./d.n=mnist23_m.pldrc=3e-05,0.03191326931118965,0.00014664875925518572,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist23_m.pldrc=3e-05,shallow,3e-05,3.352752685546875,3.4371414184570312,1.2001811265945435,1.2492973804473877,15.943172454833984,0.021243310276908466
115,15000,mnist24,10000,0.4766923785209656,0.47903570532798767,./d.n=mnist24_m.pldrc=3e-05,0.023164359852671623,4.063338928972371e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist24_m.pldrc=3e-05,shallow,3e-05,2.383052349090576,2.3755736351013184,1.161814570426941,1.2446459531784058,10.721455574035645,0.01568543277582295
116,15000,mnist89,10000,0.7791502475738525,0.723621666431427,./d.n=mnist89_m.pldrc=3e-05,0.039618559181690216,0.00016519794007763267,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist89_m.pldrc=3e-05,shallow,3e-05,3.246152400970459,3.460752010345459,1.2346018552780151,1.2235504388809204,17.456493377685547,0.022164116409632433
117,15000,mnist13,10000,0.4305466413497925,0.4096645414829254,./d.n=mnist13_m.pldrc=3e-05,0.014415408484637737,3.9256854506675154e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist13_m.pldrc=3e-05,shallow,3e-05,1.8689994812011719,1.8457239866256714,1.0485775470733643,1.1638615131378174,10.319401741027832,0.01337777807811824
118,15000,mnist15,10000,0.44637638330459595,0.42517441511154175,./d.n=mnist15_m.pldrc=3e-05,0.010166317224502563,0.00010203328565694392,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist15_m.pldrc=3e-05,shallow,3e-05,1.8862736225128174,1.8804664611816406,1.139068841934204,1.1665242910385132,8.365010261535645,0.012258226513885386
119,15000,mnist58,10000,0.716006338596344,0.6492955088615417,./d.n=mnist58_m.pldrc=3e-05,0.04355917498469353,4.474240995477885e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist58_m.pldrc=3e-05,shallow,3e-05,3.654151439666748,3.6577577590942383,1.1930710077285767,1.3184856176376343,18.20646858215332,0.022777132625004113
120,15000,mnist19,10000,0.44747021794319153,0.44859832525253296,./d.n=mnist19_m.pldrc=3e-05,0.017685741186141968,5.97916696278844e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist19_m.pldrc=3e-05,shallow,3e-05,1.690346598625183,1.845226526260376,1.123958706855774,1.084787368774414,9.74333667755127,0.013231223537342695
121,15000,mnist37,10000,0.55250084400177,0.49847888946533203,./d.n=mnist37_m.pldrc=3e-05,0.029079895466566086,0.00018522166647017002,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist37_m.pldrc=3e-05,shallow,3e-05,2.4107019901275635,2.4473490715026855,1.192312240600586,1.1940820217132568,12.502740859985352,0.01595895014531591
122,15000,mnist03,10000,0.43465033173561096,0.39669233560562134,./d.n=mnist03_m.pldrc=3e-05,0.00810412410646677,0.00010029666736954823,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist03_m.pldrc=3e-05,shallow,3e-05,2.0392379760742188,2.0352141857147217,1.1350263357162476,1.151949405670166,9.23530387878418,0.016350881377449777
123,15000,mnist04,10000,0.36384764313697815,0.3347516357898712,./d.n=mnist04_m.pldrc=3e-05,0.00954626314342022,2.4933016902650706e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist04_m.pldrc=3e-05,shallow,3e-05,1.555491328239441,1.5366582870483398,1.181365728378296,1.1203510761260986,7.57256555557251,0.013290216910038241
124,15000,mnist18,10000,0.5585158467292786,0.5528331398963928,./d.n=mnist18_m.pldrc=3e-05,0.01224794052541256,7.201018888736144e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist18_m.pldrc=3e-05,shallow,3e-05,2.6815073490142822,2.7098257541656494,1.198040246963501,1.248570442199707,13.070697784423828,0.018007115520332687
125,15000,mnist45,10000,0.4706851541996002,0.4442842900753021,./d.n=mnist45_m.pldrc=3e-05,0.012047740630805492,2.60649776464561e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist45_m.pldrc=3e-05,shallow,3e-05,2.3840012550354004,2.38778018951416,1.1730051040649414,1.224719524383545,9.457999229431152,0.014295857465013091
126,15000,mnist01,10000,0.33219215273857117,0.30607935786247253,./d.n=mnist01_m.pldrc=3e-05,0.0020070718601346016,9.103237243834883e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist01_m.pldrc=3e-05,shallow,3e-05,0.9338425397872925,0.9599394202232361,1.0501376390457153,1.0502307415008545,5.436785697937012,0.010531310316460867
127,15000,mnist17,10000,0.6068302989006042,0.5587957501411438,./d.n=mnist17_m.pldrc=3e-05,0.02816622331738472,9.513572149444371e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist17_m.pldrc=3e-05,shallow,3e-05,2.1993565559387207,2.186715602874756,1.16709303855896,1.065258264541626,12.76962661743164,0.014857096229658808
128,15000,mnist56,10000,0.6387063264846802,0.5999244451522827,./d.n=mnist56_m.pldrc=3e-05,0.036019619554281235,4.004581205663271e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist56_m.pldrc=3e-05,shallow,3e-05,3.1941640377044678,3.2927088737487793,1.2381953001022339,1.2273175716400146,14.44577407836914,0.01913449650377712
129,15000,mnist57,10000,0.5000564455986023,0.4633222818374634,./d.n=mnist57_m.pldrc=3e-05,0.023324094712734222,7.945300603751093e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist57_m.pldrc=3e-05,shallow,3e-05,2.2542576789855957,2.3003382682800293,1.1780732870101929,1.1842011213302612,9.34260082244873,0.01376619182301481
130,15000,mnist02,10000,0.5025188326835632,0.46132445335388184,./d.n=mnist02_m.pldrc=3e-05,0.019159849733114243,3.6464844015426934e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist02_m.pldrc=3e-05,shallow,3e-05,2.362455129623413,2.3366923332214355,1.1509579420089722,1.1922721862792969,10.771004676818848,0.016775774882040097
131,15000,mnist08,10000,0.46557727456092834,0.416481077671051,./d.n=mnist08_m.pldrc=3e-05,0.01905667968094349,8.282854105345905e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist08_m.pldrc=3e-05,shallow,3e-05,2.061331033706665,2.0805468559265137,1.1213152408599854,1.1703932285308838,10.411367416381836,0.016800904774043775
132,15000,mnist05,10000,0.4964069724082947,0.463984876871109,./d.n=mnist05_m.pldrc=3e-05,0.016623005270957947,3.311625914648175e-05,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist05_m.pldrc=3e-05,shallow,3e-05,2.327111005783081,2.3439531326293945,1.137510061264038,1.1816213130950928,10.62967586517334,0.015961985396534262
133,15000,mnist49,10000,0.9978752732276917,0.918247401714325,./d.n=mnist49_m.pldrc=3e-05,0.07463472336530685,0.00021923385793343186,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist49_m.pldrc=3e-05,shallow,3e-05,4.898182392120361,4.833537578582764,1.2289092540740967,1.2694212198257446,23.619253158569336,0.026125531865937753
134,15000,mnist47,10000,0.6104933023452759,0.5635005235671997,./d.n=mnist47_m.pldrc=3e-05,0.02447838895022869,0.0003139798645861447,64,15000,1e-05,256,0.01,0,0.1,d.n=mnist47_m.pldrc=3e-05,shallow,3e-05,2.897200584411621,2.941533088684082,1.1196568012237549,1.1593234539031982,13.960309982299805,0.01773318035542353
